Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1779468744227,40244.90492248535,18300,0,0.775,365514.0623931885,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.15866088867188,77.50550842285156,87.34349822998047,79.97028350830078,89.45642852783203,85.76071166992188,33413771264,23622320128,27893690368,17981120512
199,1779468744227,11386.020401000977,42800,0,0.78125,365514.0867614746,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,28.397056579589844,28.38091278076172,28.458412170410156,28.455177307128906,28.44872283935547,28.44872283935547,28.4422607421875,28.4422607421875,28.43903350830078,28.435806274414063,28.43903350830078,28.435806274414063,28.38091278076172,28.37767791748047,85.6044921875,92.90880584716797,97.99470520019531,96.97752380371094,95.8796157836914,97.19710540771484,33413771264,23622320128,27893723136,17981120512
200,1779468744427,8400.990844726563,18300,0,0.78125,365516.83142089844,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,39.04938888549805,53.875057220458984,12.675254821777344,20.07788848876953,0.055145263671875,0.06064605712890625,0.05559539794921875,0.06464385986328125,0.055999755859375,0.05609893798828125,0.06749725341796875,0.054443359375,0.03694915771484375,0.03675079345703125,65.0550537109375,50.43367385864258,59.0837287902832,60.39884567260742,55.20797348022461,49.86170959472656,33413771264,23622320128,27945938944,18628452352
200,1779468744628,40245.81101989746,18300,0,0.7875,365519.7099609375,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,33.865455627441406,55.65764617919922,44.314334869384766,43.87396240234375,0,0,0,0,0,0,0,0,4.4998779296875,3.7911453247070313,56.934661865234375,52.113834381103516,66.42912292480469,52.53213119506836,56.38530731201172,51.868350982666016,33413771264,23622320128,27959574528,18642337792
200,1779468744828,40246.27671813965,18300,0,0.78125,365522.9125061035,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,49.53291320800781,46.54069900512695,28.223861694335938,27.397804260253906,12.668830871582031,12.998367309570313,6.225700378417969,7.9842376708984375,0.17676544189453125,0.17671966552734375,0.17671966552734375,0.24626922607421875,48.79057312011719,25.593215942382813,53.70087814331055,56.366249084472656,64.14398193359375,57.210716247558594,46.26115417480469,34.89080810546875,33413771264,23622320128,27998056448,19295498240
200,1779468745029,8969.343627929688,18300,0,0.78125,365526.2365722656,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,42.29741287231445,43.8668327331543,35.29621124267578,25.794784545898438,23.26690673828125,18.60607147216797,27.748741149902344,22.98255157470703,2.7297744750976563,3.8231048583984375,0.13043212890625,0.13033294677734375,46.98551940917969,24.996719360351563,56.913272857666016,52.597206115722656,47.29779052734375,59.862213134765625,35.64734649658203,26.82038116455078,33413771264,23622320128,28013617152,19301011456
199,1779468745229,8402.493392944336,18300,0,0.78125,365529.50857543945,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,35.21869659423828,51.91120910644531,33.886253356933594,26.94994354248047,10.2633056640625,8.990325927734375,0,0,0,0,0,0,20.621253967285156,7.1270904541015625,57.33683395385742,50.5918083190918,61.9630126953125,52.45158386230469,61.094871520996094,42.17101287841797,33413771264,23622320128,28135743488,19299971072
199,1779468745429,8969.666107177734,18300,0,0.775,365533.11531066895,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,30.778121948242188,42.145816802978516,29.482940673828125,29.700462341308594,18.43225860595703,14.388618469238281,3.6927337646484375,4.4103546142578125,0.14664459228515625,0.13922119140625,0.10422515869140625,0.0870819091796875,25.85296630859375,13.523551940917969,58.834739685058594,72.25003051757813,69.5088882446289,55.12451171875,59.13565444946289,45.08110046386719,33413771264,23622320128,28198371328,19238264832
199,1779468745629,8403.159286499023,18300,0,0.78125,365536.53817749023,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,34.986595153808594,55.92998123168945,26.192527770996094,25.343055725097656,0,0,0,0,0,0,0,0,57.973758697509766,20.59197235107422,58.3942985534668,51.499107360839844,61.24951934814453,50.1599006652832,12.970405578613281,19.49011993408203,33413771264,23622320128,28244725760,19240931328
200,1779468745829,40388.74737548828,18300,0,0.78125,365539.0065460205,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4.613182067871094,1.3202590942382813,7.27294921875,9.293525695800781,17.68695068359375,4.744010925292969,5.38873291015625,3.0444259643554688,0.2454071044921875,0.234039306640625,0.23394012451171875,0.2338409423828125,3.0906448364257813,1.1761703491210938,70.79228210449219,32.79301452636719,49.699676513671875,37.175201416015625,8.318840026855469,25.896896362304688,33413771264,23622320128,28242247680,19240951808
