Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1779468664118,6772.839111328125,42800,0,0.775,364341.95265197754,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2.0553436279296875,2.0501632690429688,1.6817245483398438,1.6817245483398438,1.6808624267578125,1.8059768676757813,1.6817245483398438,1.682586669921875,1.682586669921875,1.682586669921875,71.946533203125,87.64205169677734,2.0493011474609375,2.0484390258789063,36.55009460449219,37.12476348876953,78.13673400878906,68.62882232666016,42.49177932739258,50.279136657714844,33413771264,23622320128,27702988800,17956925440
199,1779468664119,40196.27673339844,18300,0,0.775,364341.9898071289,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,95.61953735351563,98.8340072631836,0,0,95.45182037353516,98.60639953613281,97.68797302246094,100,0.14774322509765625,0,33413771264,23622320128,27702935552,17956794368
200,1779468664319,8868.451293945313,18300,0,0.78125,364344.77156066895,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,47.97460174560547,57.587886810302734,59.7521858215332,36.927528381347656,58.70195388793945,65.97874450683594,64.43156433105469,61.71076202392578,12.082077026367188,11.847450256347656,33413771264,23622320128,27739164672,18601492480
199,1779468664519,40197.13562011719,18300,0,0.78125,364347.43884277344,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0.3020477294921875,0.30194854736328125,0.28679656982421875,0.2978363037109375,0.2866973876953125,0.2952117919921875,0.286651611328125,0.29586029052734375,0.29427337646484375,0.28655242919921875,33.36460876464844,40.232547760009766,47.63358688354492,22.039596557617188,47.598731994628906,57.060428619384766,56.96255111694336,57.85893630981445,43.71916961669922,45.78695297241211,33413771264,23622320128,27757608960,18613207040
199,1779468664719,40051.04734802246,18300,0,0.775,364350.2517089844,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,27.13701629638672,37.81285858154297,0,0,0,0,0,0,0,0,5.249382019042969,5.37322998046875,54.00133514404297,29.597000122070313,41.19845199584961,61.87247848510742,51.38517761230469,56.843711853027344,44.57086181640625,44.89815139770508,33413771264,23622320128,27787214848,19257499648
200,1779468664920,11330.42741394043,42800,0,0.5062500000000001,364353.7856140137,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,34.79344940185547,42.710323333740234,6.3971405029296875,5.36737060546875,0.26329803466796875,0.2631988525390625,0.2629547119140625,0.2628021240234375,0.27025604248046875,0.262603759765625,0.26558685302734375,0.26210784912109375,68.00128173828125,61.768882751464844,72.49359130859375,75.94357299804688,76.01522064208984,80.62541198730469,56.612728118896484,52.7047119140625,33413771264,23622320128,27810467840,19266768896
201,1779468665120,11330.582229614258,42800,0,0.775,364357.10597229004,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,12.526679992675781,20.81170654296875,24.838233947753906,26.756011962890625,8.202400207519531,11.321754455566406,0.1606597900390625,0.16070556640625,0.16080474853515625,0.16080474853515625,20.012420654296875,19.7723388671875,21.03618621826172,21.11121368408203,49.78865051269531,62.39415740966797,59.332374572753906,53.73919677734375,37.764198303222656,31.334327697753906,33413771264,23622320128,27917201408,19268169728
199,1779468665323,8318.334197998047,18300,0,0.775,364359.9174499512,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,44.392765045166016,55.768280029296875,5.3840179443359375,5.368797302246094,53.5443000793457,53.67195129394531,62.17381286621094,59.17951965332031,11.337776184082031,17.82738494873047,33413771264,23622320128,28016259072,19226632192
200,1779468665523,40199.80871582031,18300,0,0.78125,364363.3680114746,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,48.57163619995117,61.07541275024414,0.0670318603515625,0.05539703369140625,0.040771484375,0.04082489013671875,0.0425262451171875,0.0578155517578125,0.037322998046875,0.03928375244140625,6.232452392578125,7.676750183105469,59.03489303588867,49.01155471801758,67.48229217529297,73.17875671386719,77.70759582519531,71.25634002685547,3.7540740966796875,0.0377349853515625,33413771264,23622320128,28016058368,19209764864
200,1779468665723,40200.27284240723,18300,0,0.775,364366.18380737305,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0.31314849853515625,0.3145904541015625,0.30374908447265625,0.30359649658203125,0.3036956787109375,0.303497314453125,0.303497314453125,0.3034515380859375,0.3136444091796875,0.30379486083984375,11.223434448242188,16.80628204345703,34.182350158691406,23.116737365722656,52.023223876953125,52.02218246459961,53.472129821777344,58.579734802246094,25.82007598876953,21.633316040039063,33413771264,23622320128,28048322560,19205111808
