Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1779553537539,38326.83721923828,18300,0,0.78125,81930.39750671387,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0.6445236206054688,0.6411056518554688,0.6178436279296875,0.6157913208007813,0.6157913208007813,0.6144180297851563,65.94140625,82.71206665039063,76.730712890625,94.15206146240234,0.32568359375,0.32363128662109375,0.63836669921875,0.6363143920898438,0.6356277465820313,0.63494873046875,87.37085723876953,78.40907287597656,0.6192092895507813,0.6185226440429688,33413771264,24702238720,27163037696,20291170304
200,1779553537540,38326.84602355957,18300,0,0.78125,81930.43276977539,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,100,100,100,99.19178009033203,0,0,0,0,0,0,91.4520034790039,97.15730285644531,0,0,33413771264,24702238720,27163123712,20291039232
199,1779553537740,38377.59262084961,18300,0,0.78125,81933.55555725098,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,33.33592987060547,37.49684524536133,0.6965103149414063,0.5930023193359375,0.5826263427734375,0.6387481689453125,44.2785530090332,49.005401611328125,1.2816619873046875,0.7416000366210938,0.671875,0.6032867431640625,62.36796569824219,54.365882873535156,61.195465087890625,61.563087463378906,61.719783782958984,70.6539306640625,0.70306396484375,0.59613037109375,33413771264,24702238720,27210432512,20936179712
200,1779553537940,7473.5772705078125,18300,0,0.775,81936.66731262207,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,47.38189697265625,45.8199462890625,0.21993255615234375,0.152618408203125,0.5326614379882813,0.2107391357421875,21.43000030517578,23.58698272705078,0.26935577392578125,0.18060302734375,0.1524200439453125,0.1524658203125,47.8492431640625,41.137691497802734,54.72530746459961,59.20097351074219,50.224002838134766,60.35454559326172,13.7978515625,16.09185028076172,33413771264,24702238720,27240067072,21579493376
200,1779553538140,4811.414138793945,42800,0,0.78125,81940.2296295166,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,37.96003723144531,35.33448028564453,0,0,0,0,40.3621826171875,41.37335968017578,8.205146789550781,7.396354675292969,0,0,45.978668212890625,44.70561981201172,58.229679107666016,70.43587493896484,71.83765411376953,62.16829299926758,47.37849426269531,44.87721252441406,33413771264,24702238720,27245744128,21588709376
200,1779553538341,7158.80256652832,18300,0,0.78125,81943.8332824707,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,48.0375862121582,50.33990478515625,0.19831085205078125,0.2098388671875,0.19811248779296875,0.20624542236328125,39.08176803588867,45.01972961425781,0.21582794189453125,0.19795989990234375,0.20793914794921875,0.1978607177734375,47.54605484008789,45.56580352783203,62.44757080078125,57.66588592529297,67.8244857788086,54.58809280395508,50.697052001953125,56.66161346435547,33413771264,24702238720,27274887168,21602435072
200,1779553538541,38379.61415100098,18300,0,0.78125,81947.38163757324,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,38.981040954589844,51.43476486206055,0.4837493896484375,0.5014572143554688,0.4837493896484375,0.5642776489257813,38.79507064819336,39.35576629638672,0.4929046630859375,0.48400115966796875,0.48400115966796875,0.48400115966796875,44.154727935791016,45.32038497924805,69.30982208251953,60.323974609375,68.88784790039063,59.281219482421875,42.49303436279297,46.713741302490234,33413771264,24702238720,27296698368,21611098112
199,1779553538742,4811.9796142578125,42800,0,0.78125,81950.50994873047,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,14.073387145996094,13.656196594238281,2.8522796630859375,1.6054153442382813,0,0,49.16268539428711,56.280540466308594,1.6254425048828125,4.013954162597656,0,0,36.52372360229492,36.2672004699707,62.90382766723633,53.15400695800781,80.75373077392578,41.96690368652344,32.46033477783203,33.158294677734375,33413771264,24702238720,27350167552,21609746432
200,1779553538942,7475.00276184082,18300,0,0.78125,81953.25852966309,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0.2892303466796875,0.2798919677734375,4.122062683105469,2.3846969604492188,0.2907257080078125,0.2936248779296875,31.289093017578125,39.747230529785156,28.892959594726563,24.60932159423828,0.2823333740234375,0.28228759765625,0.7494125366210938,0.6460800170898438,65.00358581542969,50.201900482177734,54.77351379394531,52.3086051940918,4.57611083984375,2.7806549072265625,33413771264,24702238720,27485868032,21601726464
200,1779553539142,38381.24671936035,18300,0,0.775,81955.84664916992,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0.3155059814453125,0.2520599365234375,0.225433349609375,0.2568817138671875,0.22528076171875,0.22518157958984375,22.874252319335938,31.713348388671875,0.240814208984375,0.2482757568359375,0.21772003173828125,0.217620849609375,9.58953857421875,9.811439514160156,46.07725524902344,54.804325103759766,40.03941345214844,64.10299682617188,0.2448883056640625,0.22553253173828125,33413771264,24702238720,27512856576,21601181696
200,1779553539342,7475.39892578125,18300,0,0.78125,81958.77348327637,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0.0949249267578125,0.09477996826171875,0.07027435302734375,0.08260345458984375,0.07012176513671875,0.069976806640625,1.7890548706054688,2.0771865844726563,0.09442901611328125,0.08135223388671875,0.0980224609375,0.0810546875,33.481666564941406,33.38628387451172,68.53643035888672,49.91812515258789,58.2117919921875,60.93665313720703,23.82561492919922,28.218650817871094,33413771264,24702238720,27540185088,21601067008
207,1779553539543,7475.8720703125,18300,0,0.51875,81962.29364013672,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,54.626243591308594,57.1688346862793,64.32880401611328,70.33760833740234,71.38198852539063,70.84886169433594,54.578731536865234,55.17989730834961,33413771264,24702238720,27583713280,21600223232
