Date;Url;Request number;Size(kb);Dom size;Greenhouse Gases Emission (gCO2e);Water consumption;ecoIndex;Grade
27/05/2026 10:52:14;"http://localhost:8080/landingpage";22;352;101;1.26;1.89;87.06;A
